score	review
5	Busy lobby but attended to quickly and efficiently by such lovely staff.  Pool area clean and plenty of fresh towels. Pool bar/restaurant is absolutely awesome. Food is spectacular and staff very friendly and attentive without being " in your face" We were made to feel welcome and special.
4	I stayed here for three nights in December on the trip to visit Borobudur and I must admit that the location of this hotel, though it’s not in the center of the tourist district, is actually not that important as you will most likely take a cab everywhere in the city.   My initial discomfort about the location of this hotel was soon dismissed after I visited some cafes in the city center and passed by other hotels and realized that the streets in the city aint that conducive for pedestrians, so in short, no matter where you stay, location of the property aint that big of a deal in this city. That said, the location of Marriott being next to a mall means that you can grab food and necessities very easily from the supermarkets next door.  The room I had was a deluxe room and it…
5	 If i may say, this is one of the best hotel in Yogyakarta. Located next to Hartono Mall.  Spacious and clean room, friendly and polite staff, various good breakfast, and big swimming pool.  Stayed for 2 nights and we’re satisfied!  Thank you Marriott Yogyakarta for the good hospitality. 
5	This is the third time we stayed at this hotel and it's always nice to come back here. We stayed here during Christmas holiday where the occupancy was really high, but somehow we still enjoyed it and not feeling crowdy with all the guests. The room size bigger than any other hotels we ever stayed before in this city. Excellent amenities, very nice and lots of variety breakfast. The location sit right next to a big mall and strategically located near to the city. Very nice swimming pool and gym.  The kids love this hotel so much that they get disappointedwhen it's time to check out. Highly recommended hotel and surely will stay here again whenever we go to Jogja in the future. The best choice for jogjakarta.
5	I stay in Marriot on dec 22 - 24 2018, for the first time, and I love it .. Friendly staff, good service, good breakfast, spacious room Thank you for receptionist's staff they so nice people, and thank you for Mas Febri for hospitality asking about the food's taste And I will be stay in Marriot yogya on next holiday Thank you Marriot
5	As a frequent business traveler with the Marriott brand, was delighted to learn there was a brand new hotel in Jogja.  Decided to go with this property during my vacation this week and was not disappointed.   Stay was impeccable from the rooms, to the ammenities, food and most notably the superb service.    Enjoyed many friendly chat with the M lounge staff, especially the friendly associated who was from Jakarta and shared many travel tips around Jogja.   Hotel was extremely busy, especially these last 2 weeks of December. 80 to 90% occupancy rate.  However staff were unfazed and service prompt and food.  Kudos to the team.
1	Whenever I travel on business or for a pleasure, I always try to stay at Marriott/Ritz (or SPG chains), for their superb service, and the brand itself...and I believe this is why I stick to Marriott/SPG membership whenever I travel....  Just stayed in Marriott Yogjakarta for the first time and I am just walking out with the worst-ever experience in my life...First of all, being a Gold member for Marriott, I did not know the late checkout time (whether guaranteed or upon only availability) changed from 4pm to 2pm...I asked why the change for Gold members, they said they never changed it but it has always been 2pm..... after the merger...  I had a flight time at 4pm so I was only asking for an hour of extension from 2pm late check-out but the manager just said 'no we are fully…
5	Breathtaking wonderful place great people. Hotel was located very conveniently to access all the wonderful historical sites and minus the madness of the tourist is the city. Stones throw or nearly stones throw from airport.....
5	Special thanks to Sophie in M Club, she makes M Club so lively, and nothing is too difficult nor difficult gestures that makes all the evening cocktails party guests so delightful. She is an absolute asset to any team.  Not to forget Richardo, as well, he deserve a very special thank you as well for arranging the unforgettable moments. I do hope you received my thank you note.  This is simply the best Marriott brand we have ever stayed. And Alain Rigodin should be very proud of the team.  Keep up the good works. Till next time. Cheers
4	As I arrived in Yogyakarta, I never thought this type of Marriott existed (it was booked by my mom). It was massive and was connected with a huge mall (at least huge for Yogya standard) : Hartono Mall complete with CGV Movie Theatre <U+0001F3AD>. The hotel itself housed the largest ballroom in Yogya without middle pillars intervention inside it (very rare construction achievement) and can accommodate up to 2,500 people. From the outside, the exterior of the hotel was glowing at night like discotheque but not obstructing the overall view. It was an overall a unique design inside out and that’s why it was shocking to me it’s existed in Yogyakarta.   Because this hotel is massive (and connected with big mall as well) it’s required huge landscapes therefore it was located a bit outside Yogya…
5	Booked a club floor room during my stay and it was absolutely amazing. The rooms were spacious and very nice. The staff especially those in the M Lounge were very very nice and helpful. The food there was also very good as well. Given that the lounge was next to the breakfast area there wasn't alot to choose from in the mornings. The restuarant actually had a nice spread of food that was mainly local dishes which was great. However, it would be nice to have English translations for local dishes as it is pretty much a guessing game for those who do not speak Bahasa.
5	Really impressed with this hotel. Room was fantastic - spacious with great amenities. It's handy having iron and board in the room. Very busy hotel with mix of business and leisure travellers. There's shopping mall out the front which I didn't get time to see. The pool is pleasant and the jets great for soothing aching legs after visiting the temples. Breakfast selection was excellent...such a huge choice...loved the healthy juices. Staff are friendly and efficient at the same time. Would gladly stay here again if I get back to jogya.
4	I decided to split my stay in Yogyakarta between Sheraton and Marriott as I would like to try this rather new hotel.    The hotel was just celebrate its 1st Anniversary when I stayed there in early November.   It is actually the first Marriott brand in Indonesia.  The location of the hotel itself is probably off the typical tourist area such as Marioboro.  However I think it should be 15-20 min by car.   The hotel is in fact connected to Hartono Mall which probably the largest modern mall in Yogyakarta.  Hence it may make eating and shopping easy.  Also when in Yogyakarta, you will probably not going to Malioboro everyday.  I arrived around 11 am and I was informed that I have been upgraded to Junior Suite room but the room is still being occupied.   They offered me a standard…
5	I book the room its because want to celebrate my anniversary in jogjakarta after joint borobudur marathon in magelang. I book the room from the OTA since more easy for me to book by online.  Ci proses was fast and the staff at reception also is friendly. I get some little surprise when i entered the room’ there is some room decoration and rose petal in my room and really touching for me and my partner. The room is spacious and  clean with comfortable king size bed. The swimming pool is one of my favorite place during stay in marriot jogja. Thank u for the great hospitality during my stay at marriot jogja.  
4	+ Hotel room is clean + Hotel staff is friendly  + Location is next week the biggest mall in Yogyakarta  + Breakfast is good + Chef Andi is a smart and good chef + Price is fair -- No make up room for preparing a good night sleep. 
5	We stayed at this beautiful hotel for two nights while attending Borobudur Marathon 2018.  Arrived in Yogyakarta late in the evening and decided to have airport transfer from the hotel. Friendly driver greeted us on our arrival with Hotel Logo and my wife name on the paging board.   Check in process was smooth and we had the opportunity to enjoy Pool View room. The room is clean and spacious.  Personalized welcome amenity and including set of my family photos displayed nicely in the room. Thanks to Pak Desfiyanto and his team for taking the time to compile some of our memories. Nicely done!  We ordered food thru Room Service just before our departure to Borobudur. Service was fast and attentive.  Check out was smooth and Pak Yudha  - Concierge is very friendly and helpful. He…
5	So far it is the best Marriott I have stayed in some countries like Malaysia, Thailand, Korea , Taiwan and Japan when it comes to service as well as food. All the staffes were super friendly and willing to help us. I was with my mother who was half wheel-chaired,but never felt uncomfortable.Mr.Yudah at the club desk , Especially Mr,Bayu at the breakfast restaurant surely made our stay special with their hospitality. I highly recommend this place to other people. One thing, if possible,we can suggest is , if this hotel can give us the chance to have more entertainment like the show of traditional dance or live music,...Anyway even the food is super,,,nothing to complain, we definitely want to come back.<U+98DF><U+3079><U+7269><U+826F><U+3057><U+3001><U+30B5><U+30FC><U+30D3><U+30B9><U+6700><U+9AD8><U+3002><U+3044><U+3046><U+3053><U+3068><U+306A><U+3057><U+3067><U+3059><U+3002><U+30B3><U+30B9><U+30D1><U+9AD8><U+3044><U+3067><U+3059><U+3002><U+8ECA><U+6905><U+5B50><U+3067><U+3057><U+305F><U+304C><U+7D30><U+3063><U+305F><U+3053><U+3068><U+306F><U+3042><U+308A><U+307E><U+305B><U+3093><U+3067><U+3057><U+305F><U+3002><U+53C8><U+6CCA><U+307E><U+308A><U+305F><U+3044><U+3067><U+3059><U+3002><U+6B21><U+56DE><U+306F><U+30B9><U+30D1><U+3082><U+8A66><U+3057><U+3066><U+307F><U+305F><U+3044><U+3067><U+3059><U+3002>
5	Marriott Yogyakarta is definitely a new key player in the city which offers excellent amenities and services. The room is stylish, huge and very modern. The hotel has great breakfast spread and excellent food throughout their F&B outlets (Yes, we did try their a la carte lunch and dinner at roof top). The hotel was able to accommodate guests at full occupancy (around 700 pax) during breakfast with very short waiting time. Everything about this hotel is superb.
5	This hotel is new since 1 year and is spotless !  Wonderful friendly staff, always with a smile and one goal; service ! Many thanks for all the great moments in this hotel. The rooms are big and well maintained, food in the restaurant are super tasteful and chefs are willing to change something when needed.
5	It's one of best hotel in Yogyakarta, the building is new, they are celebrating 1st anniversary recently. The hotel is located behind Hartono mall, so you can walk to the mall. The check in experience was great and quite fast, the room is quite, clean and good, swimming pools are ok (separate pools for children and adults). The breakfast is very good, many varieties and good taste. The only cons is traffic in front of the hotel. Overall is ok and recommended.
5	The location next to a new shopping mall was ideal.  Our room was quite large and very modern.  I have no complaints, especially when the staff was super friendly.  It would be ideal if they had a more place to use the business center computers which were out in the hallway/lobby area.
5	Everything was good.  From friendly staff to the fantastic room.  Located right beside Hartono mall. Breakfast was of different food choices everyday. No chance to try the pool as we were out everyday till late. Would definitely recommend. Keep up the good work guys. Will stay again when I'm back to yogyakarta 
4	I arrived at yogya around 2 or 3 pm. This hotel is not hard to find, the location is easy to access especially when you travel using car. When I arrived everything is set, I also received welcome amenities in my room. The view is amazing, the room is spacious, the service is fast and yes I do recommend this hotel for everyone who's travelling with family or partner. The price also not very high, it's affordable. I stay here for 3 days 2 night, on the last day before my departure I was plan to have a quick breakfast before hit the road but the reception at the restaurant said I am not eligible to have breakfast at the restaurant. Which is weird because I am platinum elite member and I can choose between restaurant or lounge to have breakfast. I do feel sorry for some staff who's…
4	The room is very spacious and clean. Food at the restaurants are good. Hotel is linked to Hartono Mall which is a great place for more food options and some shopping, However, the M lounge is quite a disappointment, it is on the lobby floor which everybody walk pass, does not feel exclusive. The evening cocktail is very simple, very few guests go to the lounge as there was nothing much, they keep all the wines and you have to request from the staff. The only thing is the staff were friendly. 
5	at night I want to have dinner,then we go to the marriot yogyakarta restaurant, the atmosphere is very modern, stylish full and clean, the buffet food is a lot of choices, thank you for Mr.rizky, chef who has served sephagetti creamie with a really delicious taste, and great welcome from a duty manager Mr. Yudha, friendly and full of laughter, this place is truly recommended
5	Traveled to Yogja with a friend last year and stayed there for 3 nights after securing a great deal online.  The Hotel just opened its door then and as expected we had a wonderful time there. The hotel had great ambiance, semi grandeur exterior with modern chic design, the room was spacious and really comfortable (2 double beds with 1 day bed, and carpeted room), and we loved the toilet, it has a uniquely fun sliding door (no bath tub just rain shower) however it lacks solid sound proofing, so you can hear other guest walking around but other than that no other complaint.  The staffs were wonderful, they were really helpful, gave useful tips and recommended great dining places. The hotel is also next to a mall which is really convenient. We have been to Yogja few times prior to…
5	This was our third time staying in Marriott Yogyakarta Hotel. Again, Marriott really impresses us with the service. The service was excellent, the room was clean and spacious. One of the best hotel that we stayed in Yogyakarta. There's a lot of selection for breakfast. We also had dinner in Taman Sari Bar & Grill, the food was delicious. We will definitely go back to Marriot for our next stay.
4	The first Marriott hotel in Indonesia, pretty exciting to experience what this property has to offer. I stayed for 3 nights in a M Club Room on the 8th floor (there are 9 floors).  I had a early flight in the morning and the hotel granted early check in which was very much appreciated. My requests for high floor was also acceded to.  To sum up my experience:  - I definitely can see that everyone is willing to help in every way they can. Rifqi who delivered my room service meal was excellent, very sincere and I can see the passion in his eyes. And yes the room service food is delicious.  - Front desk folks were less lively, and with experience I am sure they will do better.   - Soundproofing issues. Room doors actually slam shut (loudly), and I always get a shock when I hear room…
2	The new hotel is convenient since it is close to the airport and also a shopping mall. The biggest problem, however, is a lack of soundproofing. You can hear the people in next room conversing as though they are in your own room. Apparently, there is no sound proofing between the windows that connect the rooms. The shopping mall next door is rather boring and staid stores that you would fine in any shopping mall in Indonesia.
5	nice,new,clean hotel next to a big mall in jogja   A great pool, stylish room's great service, friendly staff location a little away from city of a ring road next door mall food court offers variety of food establishments,
5	I stayed at this property for 6 nights in October for a work conference.  This was my first trip to Indonesia and what a wonderful stay.  The hotel is a new property with a great pool, fitness center, and spa.  There is a mall steps away from the hotel which allows a place to shop, eat, and catch a movie when you need a break.   However, what really made my experience outstanding was the excellent service provided by the staff including those at the front desk, restaurant, and housekeeping.  I also wanted to recognize Indri and Purwa at the Lounge downstairs.  They would always greet me by name and with a smile and made me feel welcomed. Thank you for making my stay on Jogja memorable!
4	service was excellent and all the staff were courteous and helpful.  they found my pair of shoes when I called them in another hotel.  despite great personnel, i had to cut short my stay because of the room design and rather poor fit out work.  
2	Booked two hotel rooms using the AAA rate throught Marriott website (I have the paid AAA membership) and I also have a Gold Marriott Rewards.  During checking in at the hotel, the reception staff asked me for a US ID card because she saw my AAA membership number on her computer.  She said that the AAA rate (Rp1.5 million) is only applicable for US citizen only; otherwise, I have to pay a normal rate (Rp2 million something).  I told her that I use my AAA membership anywhere in the world and never questioned about the citizenship.  The Duty Manager showed up (Yudha N.) and insisted the AAA rate is only for US Citizen.  I complained to him with the same reason and told him that I also have the Gold Marriott Rewards.  The Manager said I could use the AAA rate at that time finally. …
5	I was there for a couple days business trip. The hotel is new and well designed. The staff was great and very attentioned. Being a platinium with Marriott I got upgrade to a mini suite overlooking the pool. that room was very pleasant (few details could have been better finished - but construction in indonesia is a bit of a challenge -the key is how good are they going to maintain) The bathroom was nice and all worked well in the room. The internet access for work was fine and the TV lne up is very good.  the Location of the hotel worked well for the location I needed to be. The Yogyakata ktchen fr breakfast had a wide selection. The restaurant outside the pool was also good we had a dinner there. my only regret is that there is no green it is a very urban location but yes you…
5	We stayed at Marriot for 5 days during a business trip. The hotel is very new therefore it is not so crowded. The reception staffs were nice and professional. Our check in was quick. We had a delux room and it was very spacious. Big room and large beds with great amenities. The hotel lobby was also nicely decorated. The breakfast at the kitchen restaurant in the lobby was ample and had a good mix of local and international cuisine.  The location is notin the center so you need to get a taxi to visit city center for around 4$ which is ok.  The swimming pool and the gym were nicely equipped and cleaned regularly. The spa was also a nice thing to have at marriot.  Overall we had a good time. 
5	Stayed for 1 night in Yogyakarta Marriot Hotel for short break with my family. The hotel perfectly located side by side with Hartono Mall; the biggest shopping mall in Yogya. Spacious and nice room and bathroom, bigscreen TV and good wifi. Various menu for breakfast however need more western menu. Fiendly and nice staff. Love this hotel and will stay again if come to Yogya.
5	Had a wonderful and relaxing stay at the Marriot hotel! The staff was very friendly and helpful. The location was great with a mall next door. Enjoyed the pool, gym and spa.  I would highly recommend this hotel to anyone visiting Yogyakarta. While you are there, please try the Taman Sari grill. Great place for dinner. 
5	Marriott is the newcomer chained hotel in Yogya. Even though the location is in North Ring road, we don't have a problem as Yogya traffic is still not as bad as other big cities in Indonesia and also the hotel attached to one of premier shopping mall in Yogya, Hartono mall.   Marriott Yogya boast a very spacious room with two big double beds, good for family travelers. Bathroom is also open space with sliding door.   Breakfast is better than other 5star hotels in Yogya. Comprised of Javanese food like nasi ayam, gudeg, and jajanan pasar mixed with western and Chinese like dim sum, beef steak and others.   Price is also worth with spacious room and excellent breakfast.  I would definitely return to this Marriott.
5	A relatively new 5 stars hotel in Jogja.Adjacent to a shopping mall (Hartono Mall).Convinient to buy things that you need urgently, yet not crowded as the hotel well located at the back part of the parcel.Spaciious room with dominant grey marble.Full breakfast from local and international selection.
5	Hotel has shopping mall on its right side. Just a minute walk. Big swimming pool. Nice breakfast. Big room size. 1 of top choice hotel in yogyakarta other than Tentrem Hotel. Big bed size. Very clean and friendly hotel staff
5	Very good hotel,rooms very large and comfortable,large shower,overall good room quite clean and silent, restaurant beside the pool has good food and great pizza, good gym and nice pool, overall good stay.
5	My wife, six year old daughter and I stayed two nights at this hotel in April 2018.  The hotel is located a short 10 minute ride from the airport.    The hotel is new and the staff is excellent.  Our room was wonderful with a view of the pool and a distant volcano.  Housekeeping was very thorough and the staff at the restaurants and reception were so friendly and helpful.    The hotel is located next to a mall and there are some restaurants in the mall.  The breakfast buffet was huge and the staff are eager to help meet any of your needs.    We did not use the pool as it rained in the afternoon.  We would definitely stay here again if we visit Yogyakarta again.
3	Stayed there for 3 nights in early October. Room was clean and spacious. Bathroom was semi open with sliding doors to the room. It was clean enough. Shower pressure and temp were good. Unfortunately the shower door was leaking. So there were always some wet area outside the shower door after baths. Beds were quite big n comfortable. Pillows however were not so. For us they were way too soft and flat. Lighting and ambience in the room was bright and welcoming. Everything in the room worked well.   Swimming pool was good and family friendly with exception that people were allowed to smoke there. In fact it's like the designated smoking area. With lots of children swimming and playing around, it should be a smoke free area.   Breakfast was ok. Not the best in taste but not the…
5	Execelent from the door to the door.this one off from the best Marriott hotel i visited in my life I wish I can stay more. Special the restaurant good food and service special for mr bayu and ms yolanda, Chiya and Sonia Sure I will come back again..insyaallah..
5	We booked two connecting deluxe rooms and our entire stay was very nice and comfortable. It is a new property and the entire layout is open and spacious. The rooms are modestly large, elegantly designed with modern features like USB socket for charging and very clean. To me the wow factor was the large daybed with comfortable upholstery. The room services were pretty fast too and the food options are also good. The travel desk was friendly enough to help us book customized tours.  Overall, can recommend this hotel to anybody planning to visit Yogyakarta and want to stay in modern style hotels.
4	The room is so spacious and brightly lit, even the standard one. The bed is comfortable, as well as the big sofa that fits for sleeping for two persons. There are one chair, dining table and coffee table.  Attention girls: There is plenty of space to put your toileteries in the bathroom and the mirror is so large. No bathtub but who needs it. For those who love to sing in the rain (or shower), there is a rain shower!  Staff are polite and attentive. Smooth check in and out process.   Restaurant: food is average. Smokers could sit outside.  Location: access road is small and normally busy. Adjacent to a shopping mall.  Pool is nice, plenty of sun for the sunseekers, with large whirlpool.
5	We enjoyed a very comfortable stay at the Yogyakarta Marriott Hotel for 12 nights in late August/early September.  The room was quite spacious, the beds comfortable, and the showers refreshing.  We enjoyed waking up early to take an invigorating swim in the large pool before enjoying one of the best breakfast buffets we've ever had in our many years of traveling overseas.  All that I've just described would have been enough to make us want to stay here every time we visit Yogya to see our family.  Yet, what made the hotel even more special is the wonder customer service provided by just about all the hotel workers.  We truly felt refreshed after staying at this hotel.
5	Hotel located behind the shopping mall with choices of good foods. Hotel is new, not so lively but elegant and gives a super huge room. Bathroom amenities are local not Thann brand like others.  Breakfast is good both with taste and variety  Services are professional and very impressive 
5	We were happy to know that Marriott opens in Yogyakarta (locals call it "Jogja"), and we want to give it a try.  As expected, this is Marriott quality and superb customer service. We were upgraded to top floor with additional amenities. Staff were all nice. Little touch such as cold juices at the lobby mean a lot in tropical country...  Lobby is spacious, but we suggest to add some touches and accents like floral arrangements in the center.  Because it is located behind Hartono Mall, we chose to walk there for meals.  We hope the management keeps this high quality for many years to come. Hope to return here next time.
5	We stayed in this hotel for 5 nights and we realy loved everything about it.The hotel is very good nlocated right next to a big mall the rooms are clean and modern, great pool ,delicious breakfast and profesional staff especialy Sofie who was  exceptional
5	A very nice Marriott hotel with JW standards. Very unfortunate that this hotel is not given a JW Marriott rating. I have stayed in many JW Marriott property and when comparing Yogyakarta Marriott this is really a stunning property. The service provided meets all 5 star and above expectations.  Nice rooms!  Taman Sari restaurant near to the pool was really good. Breakfast buffet  was also quite nice.   The pool is very big and a they also have a decent size gym.  Service and housekeeping staff was awesome and addressed everyone by names.  I also have to mention Ms Rosa the duty manager who helped my check in process  Hotel is located next to Hartono Mall. 20 minute commute to and from Jogja airpot.  I would definitely go back and stay at this property in my next trip to Jogja.
4	When I gave a hotel a 5 stars rating , I usually look beyond just the hardware and also service. This hotel unfortunately did not get the 5 stars mainly because for a relatively new hotel , can see that the quality of the furnishing not in the very pristine stage.  Despite a quiet time during check in, the service is not as efficient as I have expected and oddly which I notice when I get to the elevator , the door of elevator 3 opens at an extremely fast speed. Had dinner one night at Taman Sari which was really very good but lacks varieties.  Room was wonderfully done and maybe it is not a JW Marriott, was surprised that the toiletries is not Thann as I have experienced in other Marriott. Breakfast spread was good but taste wise not to my expectation but however the service at…
5	This hotel is placed behind Hartono Mall in one building complex. So it is very easy for you to buy anything you need. It has wide pool. The food is good and the staffs are friendly. The hotel is new. So expect a good interior and facilities.
5	The staff here is impeccable. Once you are introduced they address be name. They are service oriented. Everything you need is a request away.  Breakfast is delicious and a variety of food from different regions  Bonus is that it is connected to a lovely mall Yogyakarta Marriott Hotel is perfect.  
5	We loved everything about our stay at the Yogyakarta Marriott. The hotel is perfectly clean, lounges, restaurant, rooms and pool area. The gym is very well equipped for a hotel gym and also very well maintained. Free water and towels are offered. The pool area is phenomenal with a large pool and towel service. Only little downfall was that no service was offered proactively at the pool concerning drinks and food. The room we had was tremendous with a very nice modern design, a large window front . The bed was comfortable and provided good sleep. The breakfast buffet was excellent with a great variety of food. Staff was very friendly and helped with everything we needed. Last but not least the location in Yogyakarta is very good, right next to a mall a little bit outside of the…
5	Away from the noise of the city, quiet hotel. Everyone is helpfull and smiling. Rooms are new, big and with all the modern amenities. The hotel is 2mns walk from a big mall. Breakfast is outstanding, the food is excellent -Thank you Chef Yoyo: hope to see you as a Chef in Paris one day..- Thank you Yolanda for your help and permanenent smile - Thank you Rio we enjoyed meeting your smile everywhere in the hotel. We hope to be back one day.
5	New hotel in Yogya, as a member of Marriott rewards - I’m curious and therefore we stay here to experience this one for family holiday. Excellent and exceptional :) from the very kind and nice staffs, great ambience of the hotel and large rooms, cool design of the pool, wide variety and delicious breakfast, it surely fulfill and exceeded my family expectations. During our contacts with the hotel staffs shown that their trying to make us/guests happy, we had a wonderful stay.
4	I stayed for 2 nights , check in was smooth and i book for the twins rooms. The room is spacious with 2 large beds , it is about 160cm each bed. The pillow is too thin for me. Breakfast is 5 star hotel standard and they allowed kids for free breakfast. This hotel is connected with hartono mall, i hope this hotel can improve the room cleanliness because i still spot many small dust in my room. Overall i enjoy my stay on marriott
5	I had the most pleasant stay here. The staffs are very nice and very very helpful, always greet us and smile. Smooth check in and check out process, great view from our room, wide selection of breakfast, also they had a kids-friendly pool with very nice view, had a great dinner at taman sari bar n grill, everything are perfect. We'll definitely come back, for sure. 
5	I was came to Marriott Jogjakarta on 11 August 2018 for My friends graduations . I can't join at ballroom with my friends because that who can join are only parents . So i have to stay in another ballroom . Because i feel sleepy and little bit hungry , i decide to ask receptionist to order cup of coffee, food or something that i can eat , and asking about another restaurant and open for public inside the hotel . She provides information about several restaurants but i choose to go to taman sari restaurant at 2nd or 3rd floor (sorry that i am forget), and when i came to Taman Sari i feel so Amazing cause i see thats very beautiful view and they have the big swimming pool also for inhouse guest . Taman Sari Restaurant is REALLY GOOD ! the best restoran that i know i guess . The…
5	Big room, clean, plenty of choices for breakfast, short walk to Hartono Mall.  We requested for a connecting room and we got it.  Simply wonderful as we were travelling with a kid.  Called room service at 10pm and kitchen was still open.  Thumbs up for their punctuality as food was delivered right on the dot.  Told me when I placed the order that delivery to room will take 40 min and believe it, food was delivered right on the dot.   Requested for a taxi for our return to airport and taxi was waiting for us before we check out.  Staff were simple wonderful and super service.   Will definately recommend to friends. 
5	I'd like to say thank you to all Yogyakarta Marriott staffs for our incredible stay, can't believe where you stay at new hotel (even not 1 year open) give such a very incredible memories. Especially thanks to Mr. Yuda the duty manager, he personally welcoming me and my partners upon check in and always has an enthusiast feeling to have a small chit chat every time we met. The check in process fast and informative, the food was very delicious, the room was very elegant and spacious. Definitely would come back if we visit this city again.  Regards, Daan
5	I am so happy that my hometown has such a good hotel restaurant in the heart of city. Great place to enjoy drinks and food. They served grilled meat and fish with nice selections of wines. Affordable price of wines with good selections of grapes. The service staff is awesome, attentive but not intrusive. Looking forward to visit this place again.
5	A perfect modern, clean, and comfortable hotel in Yogyakarta. Large room (40 sqm) for the smallest with either Merapi or City view. Large swimming pool, gym and restaurant. The foods are tasty with plenty choissess (Europe, Asia, and Indonesian foods). Excellent service, manycar parking slots,
5	This is probably the best Marriott hotel I have ever stayed in across the Pacific. The hotel is fairly new, spotlessly clean, with super-friendly staff. We got upgraded to the M Club floor, in large a corner room, with a large bathtub. The swimming pool is large and beautiful. The Kitchen, its restaurant on the lobby level makes delicious food. Its breakfast provides a great variety of food. I ordered oxtail soup for lunch and it was perfect. The M Lounge (for club members) offers complimentary drinks and other snacks. Staff were very nice, especially Sofie and Lia, who provided great service. The hotel is next door to a large shopping mall. There are various stores and food choices. I would definitely return there when I come to Yogyakarta again.
5	The rooms are amazing, the hospitality of the staff is also very good, the breakfast is varied and the taste is quite delicious. The swimming pool is nice and big, it's just that the water quality needs to be improved a little because it's less clear. The hotel lobby is very classy and large. Close to Hartono Mall so it's easy to find food and shopping. However, if we bring a private vehicle, access to the hotel parking is somewhat blocked by the mall visitors who want to go to the parking lot, because access to the hotel intersects with access to the mall. But that didn't matter to us, because the hotel was amazing.
5	I safely say that this hotel has nothing to complain. Simply the finest hotel in the town, especially for the room itself. The room was spacious with well-designed interior. The double bed room offered with two queen size bed which was very good for family. Upon your arrival, you could notice the very nice staffs. Other facility such as fitness center and swimming pool was nice as well. The breakfast was great. Another plus point was the hotel’s whereabouts was a stone throw away to the big mall. This is a to-go hotel once you’re in yogyakarta. 
4	It was a memorable experience we have celebrated on 22 July for my BFF’s birthday though there was a “small” issue during check in, all was quickly attended by the duty manager Rosa. Thank you for the special arrangements fr the room deco and upgrade of room as your Platinum member. It was a memorable stay.  It is great to stay here because its linked to the mall which is good! Will come back again. 
5	I actually cried when I left this hotel - it was amazing.  The staff were so personal and wonderful.  We felt truly welcomed.  The concierge Munir went above and beyond to arrange a videographer for us at very last minute.  The facility was beautifully appointed.  I felt the quality was more like a top end JW Marriott.  Best value for your Marriott points!!
5	+ Great Breakfast + Hospitality + Good Service + Easy Check in + Spacious room + Nice ambience + Close to a mall + Really helpfull Staff. We had a problem canceling a room but the staff offered a great solution.  - a little bit far from city center but it's not a problem
4	Nice Hotel to Stay with Family, because Near the biggest mall in Yogyakarta, but we had little problem at check in because takes a long time at busy hour time.. However we enjoy the stay & facilities provided..
5	I stayed at this hotel for 2 nights in Deluxe Double Bed Room. The room is spacious with 2 comfortable beds and complete facilities as a 5 star hotel. Checked-in process is quick and the service of the receptionist is very good. The breakfast is very good with lots of foods, especially the dessert which they have tradisional and western dessert. We can ask for the fresh juice as well.  The swimming pool is quite big enough and the hotel have children pool too.   This hotel side by side with Hartono Mall so you can find many restaurants there very easily.   I enjoyed staying here and will come back again.
5	Had stayed in this hotel on 6-7 Juli 2018.  It was a great experience to stay in JW Marriott Hotel Yogyakarta. Large room, great view, amazing breakfast and excellent hospitality. Will definitely come back when I visit Yogyakarta insya Allah
5	Beautiful hotel right across from the largest shopping mall in Yogyakarta. Staff is super friendly and helpful. Check-in was quick and efficient. They went above and beyond in making our stay memorable. Gym is quite spacious with many free weights and machine...all new. Rooms were beautiful and very large.
5	Stayed here at the Yogyakarta Marriott for two nights, this brand is the first Marriott hotel in Indonesia. This hotel have perfect location for those who want to stay at the heart of city, located in the Hartono Mall complex, so Traveller who like shopping will like to stay here. My first impression about this hotel is they have a very nice lobby, well designed, spacious and luxurious. Room are clean, big and comfortable as International 5 star hotel standard. The reception and all the staffs are very friendly and helpful. At the second floor they have big pool with sunset view, restaurant, gym and spa. For the breakfast, they have many choices food and the taste is really good. So far as long as I stay at this hotel everything running well.  Would come back here again.
5	Room are clean, big and tidy as International 5 star hotel standard. The reception so friendly, and all the staffs that I meet are friendly too, and helpful. Big pool and sunset view & nice gym space at the second floor. Many choices meals for breakfast. So far as long as I stay at this hotel .. everything running well.
4	Staying for short business trip.  Been staying the hotel and using their service many times since its soft opening. The property quality is good, since its new. The service getting better. Our expectation was higher as named as Marriott.  The room was OK, Spacious, clean and neat, like the room facing the pool. Breakfast  OK but for the variety not OK (hapal bener makanannya), especially for lunch (should give more option).  Over all, it was pleasant but we are expecting better service from Marriott.
5	Perfect location for those wanting to be at the heart of city, this brand new hotel takes its newly set up standard for the guests.   Grand design, including details of electrical outlets... you practically don’t need to bring many adapters etc especially when on business trip. Quiet yet cold AC - you can sleep in without AC as a matter of fact    Would come back here again
5	Traveller who like shopping and get fresh air will like to stay here. Wide swimmingpool for family. Wide screen TV at room. Various breakfast menu from gudeg to noodle . Lounge for Marriott reward at lobby.
